Planet,Teff,Teff_err_up,Teff_err_dn,[Fe/H],[Fe/H]_err_up,[Fe/H]_err_dn,M*,M*_err_up,M*_err_dn,R*,R*_err_up,R*_err_dn,logg*,logg*_err_up,logg*_err_dn,rho*,rho*_err_up,rho*_err_dn,e,e_err_up,e_err_dn,a (AU),a_err_up,a_err_dn,Mp,Mp_err_up,Mp_err_dn,Rp,Rp_err_up,Rp_err_dn,gp,gp_err_up,gp_err_dn,rhop,rhop_err_up,rhop_err_dn,Teq,Teq_err_up,Teq_err_dn,Discovery_Reference,Recent_Reference,Type,RA:HH,RA:MM,RA:SS,Dec:DD,Dec:MM,Dec:SS,Vmag,Kmag,T14,Depth,T0 (HJD or BJD),T0_err,P (day),P_err,Ephemeris_Reference,Impact Parameter,Depth_Calc,Bmag,Rmag,Imag,Kmag_Calc,Umag,Vmag_Calc,Hmag,Jmag,a_Calc,Teq_Calc,Mp_Calc,ScaleHeight_Prox,Previous Study Flag,a-a_Calc % Error,Rp/R*,a_Calc/R*,V-Vcalc,K-Kcalc,umag,gmag,rmag,imag,zmag,RISEmag,SPRAT_Redmag,SPRAT_Bluemag,600RI+19mag,HKmag,G750Mmag,GR01mag
HAT-P-54,4390,50.0,50.0,-0.127,0.08,0.08,0.645,0.02,0.02,0.617,0.013,0.013,4.667,0.012,0.012,,,,0.0,0.074,0.0,0.04117,0.00043,0.00043,0.76,0.032,0.032,0.944,0.028,0.028,21.1,1.3,1.3,0.842,0.074,0.074,818.0,12.0,12.0,2015AJ....149..149B,2015AJ....149..149B,TEP,6,39,35.53,25,28,57.1,13.51,10.33,0.07488,2.7,2460216.95257,0.00022,3.79985363,3.7e-07,2024JAVSO..52..137H,0.743815284342817,0.02471977691956764,14.539004708747957,12.734004708747957,12.159004708747956,10.570004708747957,15.595004708747958,13.269995291252043,10.564995291252044,11.124995291252045,0.04117538485692247,819.4483149594253,0.22559594291543483,138.3436819684616,2.0,-0.01307785450260164,0.1572252426284267,14.348255832992619,0.2400047087479571,-0.2400047087479571,15.433318031397924,14.167483700913115,13.029195451512253,12.630029708747957,12.438255097348991,11.525687690132795,12.734004708747957,13.51,12.13181432305446,10.447497645626022,13.51,11.712968974443044
HAT-P-55,5804,37.0,37.0,0.003,0.049,0.032,1.028,0.05,0.048,1.105,0.018,0.017,4.363,0.014,0.013,0.76,0.026,0.025,0.0,0.139,0.0,0.04628,0.00074,0.00072,0.596,0.073,0.072,1.324,0.023,0.022,8.4,1.0,1.0,0.24,0.03,0.029,1367.0,11.0,11.0,2015PASP..127..851J,2024MNRAS.528.1930K,TEP,17,37,5.52,25,43,52.3,13.21,11.63,0.1223,1.8,2458311.92255,0.00013,3.5852313,5.1e-07,2024MNRAS.528.1930K,0.392,0.015160806361457058,13.766011910166917,12.753011910166917,12.403011910166917,11.552011910166916,13.899011910166916,13.287988089833085,11.796988089833086,12.089988089833085,0.04626817199414314,1367.7309354332428,0.22559594291543483,580.7346110713873,2.0,0.025564022409096488,0.12312922626840898,9.006052637495877,-0.07798808983308447,0.07798808983308447,13.80355460687081,13.576230126017606,12.96302773015235,12.818461910166917,12.770663982705777,11.807879445610874,12.753011910166917,13.21,12.240976444296344,11.713494044916544,13.21,11.632460047293982
HAT-P-56,6566,50.0,50.0,-0.077,0.08,0.08,1.296,0.036,0.036,1.428,0.03,0.03,4.24,0.015,0.015,0.444,0.023,0.023,0.0,0.246,0.0,0.0423,0.00039,0.00039,2.18,0.25,0.25,1.466,0.04,0.04,25.2,3.4,3.0,0.65,0.09,0.09,1840.0,21.0,21.0,2015AJ....150...85H,2015AJ....150...85H,TEP,6,43,23.53,27,15,8.2,10.91,9.83,0.09463,1.0,2458822.55829,0.0002,2.7908264,1.2e-06,2022MNRAS.509.5102S,0.8725,0.01112967320112879,11.261716951160189,10.571716951160187,10.317716951160188,9.744716951160187,11.232716951160189,10.995283048839813,9.970283048839812,10.143283048839812,0.04229575020335495,1839.712307263596,0.22559594291543483,260.55881111225375,2.0,0.01004781006274545,0.10549726632064355,6.369649989400676,-0.08528304883981264,0.08528304883981264,10.847078295416114,11.16785242359075,10.750038525200418,10.709454951160188,10.723087075512518,9.738341037804926,10.571716951160187,10.91,10.094789082550935,9.900141524419906,10.91,9.385011632453486
HAT-P-57,7500,250.0,250.0,-0.25,0.25,0.25,1.47,0.12,0.12,1.5,0.05,0.05,4.251,0.018,0.018,0.436,0.016,0.026,0.0,,,0.0406,0.0011,0.0011,,1.85,0.0,1.413,0.054,0.054,,,,,,,2200.0,76.0,76.0,2015AJ....150..197H,2015AJ....150..197H,TEP,18,18,58.32,10,35,50.3,10.47,9.43,0.14578,1.0,2455113.48127,0.00048,2.465295,3.2e-06,2015AJ....150..197H,0.177,0.009370714196598623,10.633716951160189,10.243716951160188,10.095716951160188,9.757716951160189,10.71571695116019,10.142283048839811,9.558283048839812,9.633283048839811,0.04060924280601923,2198.000287311979,0.22559594291543483,,1.0,-0.022760350552165704,0.09680244933160846,5.820203680149489,0.3277169511601894,-0.3277169511601894,9.8148565811304,10.62559642359075,10.392134525200419,10.461272951160188,10.542734091056563,9.533369836045452,10.243716951160188,10.47,9.803297106631744,9.494141524419906,10.47,8.989155435987065
HAT-P-58,5931,50.0,50.0,0.012,0.08,0.08,1.031,0.028,0.028,1.53,0.034,0.034,4.082,0.02,0.020,0.287,0.018,0.018,0.0,0.073,0.0,0.04994,0.00044,0.00044,0.372,0.03,0.03,1.332,0.043,0.043,5.18,0.57,0.51,0.146,0.018,0.018,1622.0,18.0,18.0,2021AJ....162....7B,2021AJ....162....7B,TEP,4,35,23.18,56,52,5.6,12.97,10.98,0.1729,0.8,2457369.03094,0.00056,4.0138379,2.4e-06,2021AJ....162....7B,0.534,0.008003804548591804,13.479716951160189,12.547716951160188,12.219716951160189,11.443716951160189,13.537716951160188,12.506283048839812,11.133283048839813,11.395283048839813,0.049934337424160216,1583.096145394288,0.22559594291543483,1117.402328030752,1.0,0.011340044009560356,0.0894639846451733,7.018761996200751,0.46371695116018863,-0.46371695116018863,13.448387438273256,13.30454442359075,12.748466525200419,12.62973295116019,12.596012743906302,11.62822352714091,12.547716951160188,12.97,12.043901239623247,11.056641524419906,12.97,11.409979498756593
HAT-P-59,5665,50.0,50.0,0.409,0.08,0.08,1.008,0.022,0.022,1.104,0.007,0.007,4.356,0.013,0.013,0.75,0.027,0.027,0.0,0.03,0.0,0.05064,0.00037,0.00037,1.54,0.067,0.067,1.123,0.013,0.013,30.3,1.6,1.6,1.015,0.061,0.061,1278.0,7.0,7.0,2021AJ....162....7B,2021AJ....162....7B,TEP,19,29,50.07,62,31,45.2,11.88,10.21,0.0975,1.1,2458618.54088,0.00021,4.1419771,1.2e-06,2021AJ....162....7B,0.8299,0.010926781341918747,12.473716951160188,11.416716951160188,11.05571695116019,10.158716951160189,12.658716951160189,11.931283048839813,10.372283048839813,10.682283048839814,0.05060947396428432,1275.856519268062,0.22559594291543483,150.51393397827522,1.0,0.060316840552855744,0.10453124576852008,9.863431488366423,-0.05128304883981194,0.05128304883981194,12.661917581130398,12.25197742359075,11.628413525200418,11.47388395116019,11.419047163595422,10.458758673435943,11.416716951160188,11.88,10.900532419904835,10.291141524419906,11.88,10.30245764984833
HAT-P-60,6462,50.0,50.0,-0.237,0.08,0.08,1.435,0.012,0.012,2.197,0.027,0.02,3.911,0.01,0.010,0.1353,0.0038,0.005,0.0,0.25,0.0,0.06277,0.00017,0.00017,0.574,0.038,0.038,1.631,0.024,0.024,5.37,0.41,0.38,0.124,0.01,0.01,1772.0,12.0,12.0,2021AJ....162....7B,2021AJ....162....7B,TEP,1,53,7.77,52,3,14.0,9.71,8.37,0.2098,0.8,2458360.94029,0.00056,4.7947813,2.4e-06,2021AJ....162....7B,0.668,0.0058199425132843775,10.06171695116019,9.371716951160188,9.117716951160189,8.544716951160188,10.03271695116019,9.535283048839812,8.510283048839812,8.683283048839812,0.06276771986838853,1843.5168169940187,0.22559594291543483,1177.5460868483344,1.0,0.0036326500568444756,0.07628854772037791,6.143636054365169,0.17471695116018893,-0.17471695116018893,9.647078295416115,9.96785242359075,9.550038525200419,9.509454951160189,9.52308707551252,8.538341037804926,9.371716951160188,9.71,8.894789082550934,8.440141524419905,9.71,8.185011632453486
HAT-P-61,5551,50.0,50.0,0.396,0.08,0.08,1.004,0.033,0.033,0.938,0.011,0.011,4.496,0.021,0.021,1.215,0.067,0.067,0.0,0.113,0.0,0.0301,0.00034,0.00034,1.057,0.07,0.07,0.899,0.027,0.027,32.4,3.1,2.8,1.36,0.15,0.15,1505.0,16.0,16.0,2021AJ....162....7B,2021AJ....162....7B,TEP,5,1,55.26,50,7,52.6,13.19,11.14,0.0691,1.0,2457851.21119,0.00047,1.90231289,7.7e-07,2021AJ....162....7B,0.767,0.009700287213498504,13.809562270237864,12.703562270237864,12.330562270237865,11.384562270237865,14.052562270237864,12.945437729762135,11.313437729762136,11.642437729762136,0.03008654985557134,1494.5820091561611,0.22559594291543483,165.76008907413004,1.0,0.0447048415096606,0.09849003611278911,6.900285592413097,0.24456227023786425,-0.24456227023786425,14.019944064215878,13.58311764727283,12.921441144084355,12.751693270237864,12.689177726196416,11.731607407605331,12.703562270237864,13.19,12.182821588127686,11.226718864881068,13.19,11.599671201852654
HAT-P-62,5601,50.0,50.0,0.449,0.08,0.08,1.023,0.02,0.02,1.17,0.016,0.016,4.312,0.015,0.015,0.639,0.03,0.03,0.0,0.101,0.0,0.03772,0.00024,0.00024,0.761,0.088,0.088,1.073,0.029,0.029,16.4,2.3,2.0,0.58,0.08,0.08,1512.0,13.0,13.0,2021AJ....162....7B,2021AJ....162....7B,TEP,4,58,1.03,48,18,3.8,12.22,10.7,0.1293,0.9,2457118.38979,0.00044,2.6453235,3.9e-06,2021AJ....162....7B,0.25,0.00888175127716912,12.83771695116019,11.745716951160189,11.375716951160188,10.442716951160188,13.06471695116019,12.477283048839812,10.865283048839812,11.189283048839812,0.03771819674417741,1504.2372552832421,0.22559594291543483,329.000399142482,1.0,0.004780864352602744,0.09424304365399666,6.9324896682846635,-0.25728304883981146,0.25728304883981146,13.09171486684469,12.60202042359075,11.960350525200418,11.796106951160187,11.735511096237909,10.777261703390622,11.745716951160189,12.22,11.226118235890446,10.782641524419905,12.22,10.637535389444396
HAT-P-63,5365,50.0,50.0,0.428,0.08,0.08,0.925,0.023,0.023,0.966,0.011,0.008,4.435,0.015,0.015,1.026,0.043,0.043,0.0,0.069,0.0,0.04294,0.00035,0.00035,0.614,0.024,0.024,1.119,0.033,0.033,12.08,0.98,0.91,0.407,0.041,0.041,1237.0,11.0,11.0,2021AJ....162....7B,2021AJ....162....7B,TEP,17,58,17.31,5,45,40.9,13.75,11.51,0.1222,1.4,2456382.94256,0.00053,3.377728,1.3e-05,2021AJ....162....7B,0.262,0.014170226980780838,14.41319894761279,13.21319894761279,12.81619894761279,11.77519894761279,14.77119894761279,13.48480105238721,11.71080105238721,12.07580105238721,0.04292762654828362,1227.2220469676101,0.22559594291543483,365.4191028791579,1.0,0.02882398285509309,0.11903876251364863,9.558468700303639,0.26519894761278984,-0.26519894761278984,14.612525571019624,14.189099360829522,13.444524828600175,13.24325794761279,13.165384890617972,12.213235911408297,13.21319894761279,13.75,12.683252047259652,11.610400526193605,13.75,12.128948903450842
HAT-P-64,6302,50.0,50.0,-0.01,0.08,0.08,1.298,0.021,0.021,1.735,0.041,0.028,4.072,0.015,0.015,0.248,0.013,0.013,0.0,0.101,0.0,0.05387,0.0003,0.00030,0.58,0.18,0.13,1.703,0.07,0.07,4.9,1.6,1.2,2.03,0.09,0.09,1766.0,22.0,16.0,2021AJ....162....7B,2021AJ....162....7B,TEP,4,35,53.85,2,25,52.6,12.77,11.12,0.2052,1.0,2457751.46354,0.00063,4.007232,1.7e-06,2021AJ....162....7B,0.232,0.010174222344436407,13.167716951160187,12.407716951160188,12.130716951160187,11.498716951160187,13.146716951160187,12.391283048839812,11.263283048839812,11.462283048839812,0.053859345589299695,1724.7688501611635,0.22559594291543483,1286.1247651609197,1.0,0.019781916367031856,0.100867350239988,6.676531542347205,0.3787169511601878,-0.3787169511601878,12.86663600970183,13.049764423590748,12.592446525200417,12.528135951160188,12.527050458932205,11.547595047887373,12.407716951160188,12.77,11.922556855817266,11.191641524419905,12.77,11.235404813187817
HAT-P-65,5872,40.0,40.0,0.208,0.05,0.055,1.297,0.056,0.053,1.666,0.024,0.024,4.1079,0.0068,0.0074,0.281,0.002,0.004,0.0,0.304,0.0,0.04042,0.00057,0.00055,0.554,0.092,0.091,1.611,0.024,0.024,5.3,0.86,0.86,0.124,0.02,0.02,1818.0,13.0,13.0,2016AJ....152..182H,2024MNRAS.528.1930K,TEP,21,3,37.44,11,59,21.9,13.15,11.53,0.1819,1.3,2458139.35067,0.00021,2.60544751,5e-07,2024MNRAS.528.1930K,0.464,0.009874428588720256,13.662213350450708,12.718213350450709,12.386213350450708,11.600213350450709,13.729213350450708,13.079786649549291,11.68978664954929,11.95678664954929,0.04041178754067028,1818.037398334392,0.22559594291543483,1224.070667429486,2.0,0.020321940279072286,0.09937015944799654,5.217046657985316,0.0702133504507092,-0.0702133504507092,13.601747721965392,13.493221211038502,12.92150038588037,12.797217350450708,12.760937557704594,11.794059530189148,12.718213350450709,13.15,12.212910893630603,11.609893324774646,13.15,11.583922577883548
HAT-P-66,6002,50.0,50.0,0.035,0.08,0.08,1.255,0.107,0.054,1.881,0.151,0.095,3.993,0.045,0.045,0.191,0.028,0.028,0.0,0.09,0.0,0.04363,0.00121,0.00064,0.783,0.057,0.057,1.59,0.16,0.1,7.7,1.0,1.3,0.182,0.034,0.046,1896.0,66.0,42.0,2016AJ....152..182H,2016AJ....152..182H,TEP,10,2,17.52,53,57,3.1,12.99,11.68,0.1958,1.0,2457258.79907,0.00072,2.972086,5.7e-06,2016AJ....152..182H,0.33,0.007545491673765942,13.455716951160188,12.591716951160189,12.283716951160189,11.563716951160188,13.469716951160187,13.106283048839812,11.829283048839812,12.066283048839813,0.04363771553101256,1900.1709893463124,0.22559594291543483,878.6908207153159,1.0,-0.017680877467280424,0.08686478960871281,4.987694285968099,-0.11628304883981144,0.11628304883981144,13.320258295416112,13.30263242359075,12.786058525200419,12.688792951160188,12.667870671367444,11.695517198465712,12.591716951160189,12.99,12.095283433614254,11.754641524419906,12.99,11.440540272016186
HAT-P-67,6406,65.0,61.0,-0.08,0.05,0.05,1.642,0.155,0.072,2.546,0.099,0.084,3.854,0.014,0.023,0.083,0.002,0.002,0.0,,,0.06505,0.00273,0.00079,0.45,0.15,0.15,2.14,0.025,0.025,,,,0.046,0.015,0.016,1903.0,25.0,25.0,2017AJ....153..211Z,2025AJ....169..336W,TEP,17,6,26.56,44,46,37.1,10.11,8.9,0.2912,0.8,2459010.99174,0.00017,4.8101069,6.9e-07,2025AJ....169..336W,0.12,0.007460735348750409,10.507716951160187,9.747716951160188,9.470716951160187,8.838716951160187,10.486716951160187,10.171283048839813,9.043283048839813,9.242283048839813,0.06579113620809315,1921.6121607569546,0.22559594291543483,,2.0,-1.1264985692738163,0.08637554832677133,5.494046239736498,-0.0612830488398135,0.0612830488398135,10.20663600970183,10.389764423590748,9.932446525200417,9.868135951160188,9.867050458932205,8.887595047887373,9.747716951160188,10.11,9.262556855817268,8.971641524419907,10.11,8.575404813187816
HAT-P-68,4508,43.0,43.0,-0.059,0.036,0.036,0.679,0.029,0.008,0.6701,0.0041,0.0032,4.615,0.013,0.013,2.24,0.13,0.03,0.0,0.041,0.0,0.02996,0.00043,0.00012,0.724,0.043,0.043,1.072,0.012,0.012,15.6,1.1,1.0,0.548,0.038,0.038,1028.0,8.0,8.0,2021AJ....161...64L,2021AJ....161...64L,TEP,7,53,55.98,23,56,17.6,13.94,11.02,0.08695,3.6,2456614.20355,0.00014,2.29840551,5.2e-07,2021AJ....161...64L,0.212,0.027025965716637006,14.953044266690465,13.148044266690466,12.573044266690465,10.984044266690466,16.009044266690466,13.975955733309535,11.270955733309535,11.830955733309535,0.029958096205494757,1028.0870970924698,0.22559594291543483,235.1565056141862,1.0,0.006354858106419583,0.16439575942413176,9.614032806878985,-0.035955733309535276,0.0359557333095335,15.70341948267653,14.612055584511603,13.447496447484111,13.044069266690466,12.8522946552915,11.939727248075306,13.148044266690466,13.94,12.545853880996969,11.145477866654767,13.94,12.130039982853969
HAT-P-69,7394,360.0,600.0,-0.069,0.058,0.075,1.648,0.058,0.026,1.926,0.06,0.031,4.11,0.034,0.064,,,,0.0,,,0.06555,0.0007,0.00035,3.58,0.58,0.58,1.676,0.021,0.033,33.2,5.3,5.0,0.77,0.14,0.12,1930.0,80.0,230.0,2019AJ....158..141Z,2019AJ....158..141Z,TEP,8,42,1.35,3,42,38.0,9.77,9.28,0.2136,0.8,2458495.78861,0.00073,4.7869491,2e-06,2019AJ....158..141Z,0.366,0.007996617990813987,9.938716951160188,9.540716951160187,9.389716951160187,9.045716951160188,10.018716951160188,10.004283048839811,9.40928304883981,9.48728304883981,0.06565958384234824,1931.0424571201174,0.22559594291543483,207.4472619377877,1.0,-0.1668969492882549,0.08942381109533404,7.318461995952439,-0.23428304883981177,0.23428304883981177,9.130515581130403,9.928335423590749,9.689935525200417,9.756013951160186,9.83555540193739,8.826893192189392,9.540716951160187,9.77,9.099295832065188,9.344641524419906,9.77,8.288187455144957
HAT-P-70,8450,195.0,195.0,-0.29,0.15,0.15,1.89,0.01,0.013,1.858,0.119,0.091,4.181,0.055,0.063,,,,0.0,,,0.04739,0.00031,0.00106,,6.78,0.0,1.87,0.15,0.1,0.0,53.7,0.0,0.0,1.16,0.0,2562.0,43.0,52.0,2019AJ....158..141Z,2019AJ....158..141Z,TEP,4,58,12.56,9,59,52.7,9.47,8.96,0.145,1.0,2458439.57519,0.00041,2.74432452,7.3e-07,2019AJ....158..141Z,-0.629,0.01069701686281665,9.473716951160188,9.333716951160188,9.275716951160188,9.155716951160189,9.550716951160188,9.274283048839813,9.080283048839814,9.078283048839813,0.047429742004296796,2550.277741538403,0.22559594291543483,,1.0,-0.08379131451567684,0.10342638378487691,5.484593034029738,0.19571695116018795,-0.19571695116018795,8.287943723987548,9.543426423590748,9.458104525200417,9.619042951160187,9.758094764631691,8.72752614629498,9.333716951160188,9.47,8.922486406981772,9.020141524419907,9.47,8.006919193108272
HATS-01,5870,100.0,100.0,-0.06,0.12,0.12,0.986,0.054,0.054,1.038,0.128,0.075,4.4,0.08,0.08,,,,0.12,0.092,0.092,0.0444,0.0008,0.0008,1.855,0.262,0.196,1.302,0.162,0.098,26.0,4.0,4.0,0.78,0.19,0.19,1359.0,89.0,59.0,2013AJ....145....5P,2013AJ....145....5P,TEP,11,42,6.08,-23,21,17.4,12.05,10.58,0.1007,1.7,2455241.28722,0.00071,3.446459,4e-06,2013AJ....145....5P,0.633,0.01661491592927659,12.567716951160188,11.623716951160189,11.291716951160188,10.505716951160188,12.634716951160188,12.124283048839812,10.734283048839812,11.001283048839811,0.04444411194617136,1367.9271188068988,0.22559594291543483,186.5239442391123,1.0,-0.09925262141536845,0.1288988593016889,9.197907236774869,-0.07428304883981163,0.07428304883981163,12.556885152558971,12.388196423590749,11.82553452520042,11.702720951160188,11.666441158414074,10.69956313089863,11.623716951160189,12.05,11.118414494340083,10.657141524419906,12.05,10.48812284244399
HATS-02,5227,95.0,95.0,0.15,0.05,0.05,0.904,0.052,0.052,0.876,0.02,0.02,4.51,0.012,0.012,1.346,0.028,0.028,0.0,,,0.02317,0.00044,0.00044,1.37,0.16,0.16,1.122,0.024,0.024,27.0,2.9,2.9,0.91,0.1,0.1,1550.0,29.0,29.0,2013A+A...558A..55M,2024A+A...685A.131B,TEP,11,46,57.38,-22,33,46.8,13.56,11.39,0.0861,2.2,2458591.084931,9.6e-05,1.35413379,8e-08,2024A+A...685A.131B,0.271,0.017324008501223762,14.269353628535114,13.010353628535114,12.600353628535114,11.500353628535114,14.705353628535114,13.449646371464887,11.587646371464887,11.974646371464887,0.023161697073028377,1550.0748231851303,0.22559594291543483,204.85964496869227,2.0,0.035847662394701565,0.13162069936458992,5.687551423386517,0.11035362853511366,-0.11035362853511366,14.630978516505575,14.01082713714744,13.245109209716238,13.030623628535114,12.944431918690555,11.995211138127425,13.010353628535114,13.56,12.475367558728717,11.488823185732443,13.56,11.933929204349731
HATS-03,6351,76.0,76.0,-0.16,0.07,0.07,1.209,0.036,0.036,1.404,0.03,0.03,4.22,0.01,0.01,,,,0.0,,,0.0485,0.0004,0.0006,1.071,0.136,0.136,1.381,0.035,0.035,14.0,2.0,2.0,0.38,0.05,0.05,1648.0,24.0,24.0,2013AJ....146..113B,2013AJ....146..113B,TEP,20,49,49.8,-24,25,43.7,12.44,10.69,0.1494,1.1,2456155.96734,0.00014,3.547851,5e-06,2013AJ....146..113B,0.497,0.010217014935395152,12.837716951160187,12.077716951160188,11.800716951160187,11.168716951160187,12.816716951160187,11.961283048839812,10.833283048839812,11.032283048839812,0.04849819016957172,1647.768507967571,0.22559594291543483,420.0661180887987,1.0,0.0037317483847379785,0.10107925076589731,7.42810509260795,0.4787169511601874,-0.4787169511601874,12.53663600970183,12.719764423590748,12.262446525200417,12.198135951160188,12.197050458932205,11.217595047887373,12.077716951160188,12.44,11.592556855817268,10.761641524419906,12.44,10.905404813187818
HATS-04,5403,50.0,50.0,0.43,0.08,0.08,1.001,0.02,0.02,0.925,0.022,0.022,4.51,0.02,0.02,,,,0.013,0.016,0.016,0.0362,0.0002,0.0002,1.323,0.028,0.028,1.02,0.037,0.037,31.6,2.2,2.2,1.17,0.12,0.12,1315.0,21.0,21.0,2014AJ....148...29J,2014AJ....148...29J,TEP,6,16,26.9,-22,32,48.8,13.46,11.61,0.1053,2.0,2455808.34095,0.00036,2.516729,2e-06,2014AJ....148...29J,0.217,0.012840672359154679,14.133655788960802,12.933655788960802,12.536655788960802,11.495655788960802,14.491655788960802,13.574344211039199,11.800344211039198,12.165344211039198,0.03622225734478434,1316.5924971780646,0.22559594291543483,148.50023876303425,1.0,-0.06144659779891538,0.11331669055860517,8.415312470566297,-0.11434421103919767,0.11434421103919767,14.427286689147431,13.88955226467879,13.16218969330827,12.963714788960802,12.885841731965984,11.93369275275631,12.933655788960802,13.46,12.403708888607664,11.705172105519598,13.46,11.847047432156334
HATS-05,5304,50.0,50.0,0.19,0.08,0.08,0.936,0.028,0.028,0.871,0.023,0.023,4.53,0.02,0.02,,,,0.019,0.019,0.019,0.0542,0.0006,0.0006,0.237,0.012,0.012,0.912,0.025,0.025,7.08,0.49,0.49,0.29,0.03,0.03,1025.0,17.0,17.0,2014AJ....147..144Z,2014AJ....147..144Z,TEP,4,28,53.47,-21,28,54.9,12.63,10.7,0.1244,1.5,2459198.51299,0.000226,4.76339146,4.5e-07,2022AJ....164..153A,0.158,0.011577752286315758,13.35971695116019,12.100716951160189,11.690716951160189,10.59071695116019,13.79571695116019,12.73928304883981,10.87728304883981,11.264283048839811,0.054197091708200015,1025.3163895429695,0.22559594291543483,516.6293670957316,2.0,0.005366139968619092,0.1075999641557364,13.380875817845787,-0.10928304883981,0.10928304883981,13.904987009701836,13.06223542359075,12.330035525200419,12.120986951160189,12.03479524131563,11.085574460752499,12.100716951160189,12.63,11.565730881353792,10.788641524419905,12.63,11.019704969492096
HATS-06,3770,100.0,100.0,0.2,0.091,0.091,0.574,0.02,0.027,0.57,0.011,0.011,4.683,0.01,0.01,3.09,0.11,0.11,0.0,0.113,0.0,0.03623,0.00042,0.00057,0.319,0.07,0.07,0.998,0.019,0.019,7.9,2.5,1.9,0.301,0.067,0.067,713.0,5.0,5.0,2015AJ....149..166H,2015AJ....149..166H,TEP,5,52,35.22,-19,1,54.0,15.16,11.22,0.08504,4.2,2456643.74058,8.4e-05,3.3252725,2.1e-06,2015AJ....149..166H,0.427,0.0323729486142238,16.474465100943682,14.026465100943682,12.943465100943682,10.92946510094368,17.64546510094368,15.450534899056318,11.610534899056319,12.220534899056318,0.03623503136276275,721.0207363596066,0.22559594291543483,322.070479811539,1.0,-0.01388535506532907,0.17992484157065083,13.66774561393674,-0.29053489905631835,0.29053489905632013,16.646826467806232,16.256085417063748,14.529286973217047,13.539966100943682,13.023124132031764,12.217388170360733,14.026465100943682,15.16,13.178539103387278,11.415267449528159,15.16,12.898356567574162
