System,Type,RAh,RAm,RAs,Decd,Decm,Decs,Vmag,Kmag,length,depth,T0(HJDorBJD),T0err,Period(day),Perioderr,Ephemeris_reference
Kepler-171c,KTEP,19,47,05.26,+41,45,19.9,15.08,13.20,0.1069,0.09,2454970.38428,0.00138,11.463462,0.000026,2014ApJ...784...45R
Kepler-171d,KTEP,19,47,05.26,+41,45,19.9,15.08,13.20,0.2631,0.05,2455001.11922,0.01042,39.595519,0.000699,2014ApJ...784...45R
Kepler-172b,KTEP,18,53,28.42,+41,49,18.7,14.70,12.79,0.1081,0.05,2455002.90340,0.00119,2.940309,0.000007,2014ApJ...784...45R
Kepler-172c,KTEP,18,53,28.42,+41,49,18.7,14.70,12.79,0.1412,0.06,2455008.47434,0.00188,6.388996,0.000020,2014ApJ...784...45R
Kepler-172d,KTEP,18,53,28.42,+41,49,18.7,14.70,12.79,0.1475,0.04,2454969.23672,0.00355,14.627119,0.000105,2014ApJ...784...45R
Kepler-172e,KTEP,18,53,28.42,+41,49,18.7,14.70,12.79,0.1483,0.06,2454985.11935,0.00408,35.118736,0.000253,2014ApJ...784...45R
Kepler-173b,KTEP,19,38,35.21,+41,53,02.8,14.37,12.66,0.0942,0.02,2454966.72031,0.00283,4.263742,0.000021,2014ApJ...784...45R
Kepler-173c,KTEP,19,38,35.21,+41,53,02.8,14.37,12.66,0.1304,0.06,2455003.50340,0.00116,8.005777,0.000015,2014ApJ...784...45R
Kepler-174b,KTEP,19,09,45.40,+43,49,55.5,14.54,12.18,0.1224,0.10,2455014.97351,0.00095,13.981790,0.000024,2014ApJ...784...45R
Kepler-174c,KTEP,19,09,45.40,+43,49,55.5,14.54,12.18,0.2157,0.06,2455043.75908,0.00312,44.000529,0.000265,2014ApJ...784...45R
Kepler-174d,KTEP,19,09,45.40,+43,49,55.5,14.54,12.18,0.3655,0.13,2455197.15875,0.00346,247.353730,0.002001,2014ApJ...784...45R
Kepler-175b,KTEP,19,18,12.79,+43,52,34.2,15.09,13.49,0.1756,0.06,2455011.34082,0.00200,11.903515,0.000046,2014ApJ...784...45R
Kepler-175c,KTEP,19,18,12.79,+43,52,34.2,15.09,13.49,0.2940,0.07,2454967.42290,0.00426,34.035257,0.000279,2014ApJ...784...45R
Kepler-176b,KTEP,19,38,40.31,+43,51,11.7,14.78,12.56,0.1003,0.03,2454971.36967,0.00268,5.433074,0.000024,2014ApJ...784...45R
Kepler-176e,KTEP,19,38,40.31,+43,51,11.7,14.78,12.57,0.1932,0.03,2455005.30921,0.00700,51.1658019,0.0004308,2016ApJ...822...86M
Kepler-177b,KTEP,19,04,11.31,+45,03,11.6,15.13,13.42,0.3399,0.07,2454971.91608,0.00380,36.855830,0.000266,2014ApJ...784...45R
Kepler-177c,KTEP,19,04,11.31,+45,03,11.6,15.13,13.42,0.2188,0.32,2455031.23477,0.00100,49.411689,0.000095,2014ApJ...784...45R
Kepler-178b,KTEP,19,08,24.27,+46,53,47.3,14.78,12.89,0.1407,0.07,2455009.68127,0.00124,9.576694,0.000021,2014ApJ...784...45R
Kepler-178c,KTEP,19,08,24.27,+46,53,47.3,14.78,12.89,0.0919,0.07,2454978.02634,0.00201,20.552802,0.000066,2014ApJ...784...45R
Kepler-178d,KTEP,19,08,24.27,+46,53,47.3,14.78,12.89,0.2615,0.10,2454973.17842,0.00387,96.678988,0.000702,2014ApJ...784...45R
Kepler-179b,KTEP,19,54,39.29,+47,45,43.3,14.83,12.75,0.0828,0.04,2455004.09382,0.00156,2.735926,0.000008,2014ApJ...784...45R
Kepler-179c,KTEP,19,54,39.29,+47,45,43.3,14.83,12.75,0.0768,0.07,2455007.02343,0.00136,6.400130,0.000017,2014ApJ...784...45R
Kepler-180b,KTEP,19,42,17.12,+49,46,28.5,14.53,12.68,0.1558,0.02,2454968.04028,0.00709,13.817124,0.000155,2014ApJ...784...45R
Kepler-180c,KTEP,19,42,17.12,+49,46,28.5,14.53,12.68,0.2600,0.07,2455011.68703,0.00288,41.885775,0.000228,2014ApJ...784...45R
Kepler-181b,KTEP,19,44,36.34,+50,05,44.9,14.91,12.87,0.0787,0.03,2454966.55562,0.00240,3.137873,0.000013,2014ApJ...784...45R
Kepler-181c,KTEP,19,44,36.34,+50,05,44.9,14.91,12.87,0.0819,0.07,2455006.43717,0.00102,4.302149,0.000008,2014ApJ...784...45R
Kepler-182b,KTEP,19,19,19.23,+50,35,10.5,15.02,13.51,0.2067,0.05,2454964.42414,0.00380,9.825792,0.000062,2014ApJ...784...45R
Kepler-182c,KTEP,19,19,19.23,+50,35,10.5,15.02,13.51,0.2673,0.09,2455003.18819,0.00232,20.684342,0.000097,2014ApJ...784...45R
Kepler-183b,KTEP,19,34,07.40,+39,18,57.2,15.10,13.30,0.0922,0.05,2454966.95634,0.00211,5.687945,0.000020,2014ApJ...784...45R
Kepler-183c,KTEP,19,34,07.40,+39,18,57.2,15.10,13.30,0.1370,0.06,2455011.84301,0.00236,11.637071,0.000055,2014ApJ...784...45R
Kepler-184b,KTEP,19,27,48.46,+43,04,29.0,14.50,12.69,0.1342,0.07,2455002.93154,0.00120,10.687576,0.000025,2014ApJ...784...45R
Kepler-184c,KTEP,19,27,48.46,+43,04,29.0,14.50,12.69,0.1812,0.05,2455009.80167,0.00234,20.303005,0.000087,2014ApJ...784...45R
Kepler-184d,KTEP,19,27,48.46,+43,04,29.0,14.50,12.69,0.1650,0.06,2455031.36790,0.00309,29.022358,0.000176,2014ApJ...784...45R
Kepler-185b,KTEP,18,49,52.35,+43,53,23.7,14.68,12.51,0.0650,0.02,2454967.54797,0.00189,1.632900,0.000005,2014ApJ...784...45R
Kepler-185c,KTEP,18,49,52.35,+43,53,23.7,14.68,12.51,0.1159,0.06,2455018.43642,0.00293,20.729042,0.000097,2014ApJ...784...45R
Kepler-187b,KTEP,19,59,11.15,+44,05,21.5,14.34,12.56,0.1783,0.01,2454968.95186,0.00746,4.938864,0.000058,2014ApJ...784...45R
Kepler-187c,KTEP,19,59,11.15,+44,05,21.5,14.34,12.56,0.2202,0.04,2455012.77393,0.00237,10.640263,0.000048,2014ApJ...784...45R
Kepler-188b,KTEP,18,45,07.13,+44,18,55.9,14.82,13.14,0.0746,0.02,2454966.19858,0.00270,2.061897,0.000010,2014ApJ...784...45R
Kepler-188c,KTEP,18,45,07.13,+44,18,55.9,14.82,13.14,0.1346,0.07,2455005.50314,0.00146,5.996553,0.000015,2014ApJ...784...45R
Kepler-189b,KTEP,19,10,15.53,+44,18,18.0,15.08,12.92,0.1424,0.03,2454974.51092,0.00438,10.399931,0.000085,2014ApJ...784...45R
Kepler-189c,KTEP,19,10,15.53,+44,18,18.0,15.08,12.92,0.1485,0.10,2455004.36552,0.00159,20.134866,0.000057,2014ApJ...784...45R
Kepler-190b,KTEP,19,14,20.17,+44,44,01.7,14.35,12.23,0.0759,0.03,2455003.06945,0.00089,2.019999,0.000003,2014ApJ...784...45R
Kepler-190c,KTEP,19,14,20.17,+44,44,01.7,14.35,12.23,0.0640,0.03,2454965.59486,0.00141,3.763024,0.000009,2014ApJ...784...45R
Kepler-191b,KTEP,19,24,44.01,+45,19,23.4,15.02,12.88,0.1215,0.03,2454964.58517,0.00408,9.939632,0.000066,2014ApJ...784...45R
Kepler-191c,KTEP,19,24,44.01,+45,19,23.4,15.02,12.88,0.1175,0.06,2454981.98862,0.00284,17.738506,0.000082,2014ApJ...784...45R
Kepler-191d,KTEP,19,24,44.01,+45,19,23.4,15.02,12.88,0.1125,0.08,2455003.47224,0.00099,5.9450435,0.0000076,2016ApJ...822...86M
Kepler-192b,KTEP,19,11,40.30,+45,35,34.3,14.30,12.42,0.1575,0.07,2455008.68501,0.00102,9.926746,0.000018,2014ApJ...784...45R
Kepler-192c,KTEP,19,11,40.30,+45,35,34.3,14.30,12.42,0.2058,0.06,2455003.37460,0.00218,21.223400,0.000076,2014ApJ...784...45R
Kepler-192d,KTEP,19,11,40.29,+45,35,34.3,14.30,12.43,0.1393,0.01,2454969.50567,0.00600,6.4702771,0.0000454,2016ApJ...822...86M
Kepler-193b,KTEP,19,45,59.66,+46,34,38.1,14.74,13.21,0.1507,0.04,2455007.55117,0.00257,11.388480,0.000054,2014ApJ...784...45R
Kepler-193c,KTEP,19,45,59.66,+46,34,38.1,14.74,13.21,0.2548,0.06,2454974.32288,0.00400,50.697494,0.000446,2014ApJ...784...45R
Kepler-194b,KTEP,19,27,53.14,+47,51,51.0,15.07,13.51,0.0980,0.02,2454966.05964,0.00232,2.092281,0.000008,2014ApJ...784...45R
Kepler-194c,KTEP,19,27,53.14,+47,51,51.0,15.07,13.51,0.2067,0.06,2455009.94169,0.00253,17.308032,0.000079,2014ApJ...784...45R
Kepler-194d,KTEP,19,27,53.14,+47,51,51.0,15.07,13.51,0.3042,0.05,2454997.90324,0.00559,52.814973,0.000481,2014ApJ...784...45R
Kepler-195b,KTEP,19,12,29.03,+47,58,00.0,15.02,12.95,0.1313,0.07,2455004.17120,0.00133,8.307872,0.000020,2014ApJ...784...45R
Kepler-195c,KTEP,19,12,29.03,+47,58,00.0,15.02,12.95,0.1627,0.04,2454986.81712,0.00551,34.096863,0.000371,2014ApJ...784...45R
Kepler-196b,KTEP,18,59,52.44,+42,04,45.1,14.38,12.23,0.1256,0.06,2455006.21817,0.00190,20.739886,0.000066,2014ApJ...784...45R
Kepler-196c,KTEP,18,59,52.44,+42,04,45.1,14.38,12.23,0.2131,0.09,2455049.55425,0.00223,47.427737,0.000223,2014ApJ...784...45R
Kepler-197b,KTEP,19,40,54.35,+50,33,32.3,11.90,10.53,0.1534,0.01,2455004.47282,0.00221,5.599308,0.000023,2014ApJ...784...45R
Kepler-197c,KTEP,19,40,54.35,+50,33,32.3,11.90,10.53,0.1771,0.01,2455007.06421,0.00254,10.349695,0.000045,2014ApJ...784...45R
Kepler-197d,KTEP,19,40,54.35,+50,33,32.3,11.90,10.53,0.2219,0.01,2455012.46886,0.00328,15.677563,0.000096,2014ApJ...784...45R
Kepler-197e,KTEP,19,40,54.35,+50,33,32.3,11.90,10.53,0.2624,0.01,2454987.41342,0.00934,25.209715,0.000387,2014ApJ...784...45R
Kepler-198b,KTEP,19,22,41.55,+38,41,27.6,13.75,12.02,0.1866,0.09,2455015.43638,0.00105,17.790037,0.000035,2014ApJ...784...45R
Kepler-198c,KTEP,19,22,41.55,+38,41,27.6,13.75,12.02,0.1528,0.07,2455002.54001,0.00247,49.567416,0.000220,2014ApJ...784...45R
Kepler-198d,KTEP,19,22,41.55,+38,41,27.6,13.75,12.03,0.0745,0.02,2454966.11058,0.00100,1.3118430,0.0000020,2016ApJ...822...86M
Kepler-199b,KTEP,19,42,14.26,+40,14,10.6,13.75,12.08,0.2064,0.10,2455005.64846,0.00110,23.637604,0.000050,2014ApJ...784...45R
Kepler-199c,KTEP,19,42,14.26,+40,14,10.6,13.75,12.08,0.2888,0.11,2454979.56577,0.00167,67.093408,0.000190,2014ApJ...784...45R
Kepler-200b,KTEP,18,57,38.38,+41,14,14.9,14.14,12.45,0.1472,0.03,2455004.62998,0.00234,8.594805,0.000036,2014ApJ...784...45R
Kepler-200c,KTEP,18,57,38.38,+41,14,14.9,14.14,12.45,0.0463,0.02,2454968.89056,0.00297,10.222157,0.000053,2014ApJ...784...45R
Kepler-201b,KTEP,19,34,30.25,+41,16,22.2,13.09,11.73,0.2345,0.04,2455025.09705,0.00169,25.672083,0.000075,2014ApJ...784...45R
Kepler-201c,KTEP,19,34,30.25,+41,16,22.2,13.09,11.73,0.5412,0.04,2455009.41816,0.00794,151.884058,0.002014,2014ApJ...784...45R
Kepler-202b,KTEP,18,51,53.62,+41,19,19.2,14.16,11.63,0.0861,0.05,2455004.01577,0.00098,4.069427,0.000007,2014ApJ...784...45R
Kepler-202c,KTEP,18,51,53.62,+41,19,19.2,14.16,11.63,0.1189,0.08,2455013.79623,0.00140,16.282493,0.000038,2014ApJ...784...45R
Kepler-203b,KTEP,19,48,21.60,+41,23,16.9,14.13,12.44,0.0792,0.05,2455002.64158,0.00073,3.162697,0.000004,2014ApJ...784...45R
Kepler-203c,KTEP,19,48,21.60,+41,23,16.9,14.13,12.44,0.0839,0.05,2455005.23697,0.00091,5.370647,0.000008,2014ApJ...784...45R
Kepler-203d,KTEP,19,48,21.60,+41,23,16.9,14.13,12.44,0.1663,0.02,2454966.96882,0.00445,11.329720,0.000080,2014ApJ...784...45R
Kepler-204b,KTEP,19,01,23.33,+41,45,42.9,14.04,12.48,0.1627,0.04,2455007.98593,0.00213,14.400974,0.000056,2014ApJ...784...45R
Kepler-204c,KTEP,19,01,23.33,+41,45,42.9,14.04,12.48,0.1826,0.02,2454988.15165,0.00679,25.660593,0.000288,2014ApJ...784...45R
Kepler-205b,KTEP,19,01,08.91,+41,51,40.2,13.94,10.83,0.0812,0.05,2455003.84454,0.00046,2.755640,0.000002,2014ApJ...784...45R
Kepler-205c,KTEP,19,01,08.91,+41,51,40.2,13.94,10.83,0.1197,0.07,2455005.65620,0.00113,20.306546,0.000038,2014ApJ...784...45R
Kepler-206b,KTEP,19,26,32.32,+41,50,01.9,13.63,12.00,0.1518,0.01,2454966.58990,0.00413,7.781987,0.000058,2014ApJ...784...45R
Kepler-206c,KTEP,19,26,32.32,+41,50,01.9,13.63,12.00,0.1987,0.02,2455003.22781,0.00307,13.137471,0.000065,2014ApJ...784...45R
Kepler-206d,KTEP,19,26,32.32,+41,50,01.9,13.63,12.00,0.2245,0.01,2454985.01049,0.01179,23.442810,0.000453,2014ApJ...784...45R
Kepler-207b,KTEP,19,20,07.32,+42,09,57.8,13.31,11.80,0.1250,0.01,2454966.57041,0.00226,1.611865,0.000006,2014ApJ...784...45R
Kepler-207c,KTEP,19,20,07.32,+42,09,57.8,13.31,11.80,0.1699,0.01,2454966.30425,0.00295,3.071571,0.000016,2014ApJ...784...45R
Kepler-207d,KTEP,19,20,07.32,+42,09,57.8,13.31,11.80,0.1654,0.04,2455003.32243,0.00091,5.868075,0.000009,2014ApJ...784...45R
Kepler-208b,KTEP,19,35,33.65,+42,31,40.7,13.94,12.21,0.1378,0.02,2455003.74197,0.00213,4.228640,0.000018,2014ApJ...784...45R
Kepler-208c,KTEP,19,35,33.65,+42,31,40.7,13.94,12.21,0.1618,0.01,2454965.77383,0.00486,7.466623,0.000067,2014ApJ...784...45R
Kepler-208d,KTEP,19,35,33.65,+42,31,40.7,13.94,12.21,0.1716,0.01,2454956.29541,0.00740,11.131786,0.000131,2014ApJ...784...45R
Kepler-208e,KTEP,19,35,33.65,+42,31,40.7,13.94,12.21,0.1683,0.01,2454945.01425,0.00605,16.259458,0.000176,2014ApJ...784...45R
Kepler-209b,KTEP,19,24,40.69,+42,38,26.9,14.18,12.36,0.1199,0.06,2455005.81339,0.00137,16.087845,0.000041,2014ApJ...784...45R
Kepler-209c,KTEP,19,24,40.69,+42,38,26.9,14.18,12.36,0.2346,0.10,2454986.83986,0.00145,41.749882,0.000106,2014ApJ...784...45R
Kepler-210b,KTEP,19,30,00.81,+43,04,59.3,14.20,11.31,0.0728,0.17,2455003.89153,0.00018,2.453234,0.000001,2014ApJ...784...45R
Kepler-210c,KTEP,19,30,00.81,+43,04,59.3,14.20,11.31,0.1209,0.32,2455004.58436,0.00020,7.972513,0.000003,2014ApJ...784...45R
Kepler-211b,KTEP,19,01,45.40,+43,10,06.5,13.51,11.44,0.0928,0.02,2454965.01632,0.00138,4.138575,0.000010,2014ApJ...784...45R
Kepler-211c,KTEP,19,01,45.40,+43,10,06.5,13.51,11.44,0.0855,0.03,2455005.59435,0.00128,6.040450,0.000016,2014ApJ...784...45R
Kepler-212b,KTEP,19,10,29.00,+43,08,29.9,13.26,11.62,0.2748,0.01,2454972.64774,0.01064,16.257582,0.000378,2014ApJ...784...45R
Kepler-212c,KTEP,19,10,29.00,+43,08,29.9,13.26,11.62,0.3465,0.04,2455023.24830,0.00278,31.805174,0.000142,2014ApJ...784...45R
Kepler-213b,KTEP,19,23,17.81,+44,38,49.8,13.78,12.12,0.0737,0.02,2455004.83986,0.00142,2.462360,0.000006,2014ApJ...784...45R
Kepler-213c,KTEP,19,23,17.81,+44,38,49.8,13.78,12.12,0.0345,0.03,2454967.43649,0.00097,4.822962,0.000008,2014ApJ...784...45R
Kepler-214b,KTEP,18,59,01.16,+44,57,21.7,14.06,12.60,0.2919,0.04,2454979.34895,0.00277,15.660544,0.000080,2014ApJ...784...45R
Kepler-214c,KTEP,18,59,01.16,+44,57,21.7,14.06,12.60,0.3251,0.02,2455026.30447,0.00645,28.779800,0.000397,2014ApJ...784...45R
Kepler-215b,KTEP,19,39,53.64,+45,12,49.3,13.74,11.99,0.1265,0.02,2455004.96719,0.00250,9.360672,0.000040,2014ApJ...784...45R
Kepler-215c,KTEP,19,39,53.64,+45,12,49.3,13.74,11.99,0.1606,0.02,2454978.42381,0.00314,14.667108,0.000089,2014ApJ...784...45R
Kepler-215d,KTEP,19,39,53.64,+45,12,49.3,13.74,11.99,0.1133,0.05,2455005.93309,0.00154,30.864423,0.000092,2014ApJ...784...45R
Kepler-215e,KTEP,19,39,53.64,+45,12,49.3,13.74,11.99,0.2356,0.03,2455020.03247,0.00569,68.161010,0.000630,2014ApJ...784...45R
Kepler-216b,KTEP,19,34,54.73,+46,07,44.9,14.11,12.62,0.2104,0.03,2455009.50106,0.00237,7.693641,0.000031,2014ApJ...784...45R
Kepler-216c,KTEP,19,34,54.73,+46,07,44.9,14.11,12.62,0.2862,0.06,2455004.00607,0.00172,17.406669,0.000057,2014ApJ...784...45R
Kepler-217b,KTEP,19,32,09.06,+46,16,39.1,13.41,12.10,0.1671,0.02,2455003.93324,0.00200,5.374943,0.000019,2014ApJ...784...45R
Kepler-217c,KTEP,19,32,09.06,+46,16,39.1,13.41,12.10,0.1398,0.01,2454970.96096,0.00374,8.586004,0.000053,2014ApJ...784...45R
Kepler-217d,KTEP,19,32,09.06,+46,16,39.0,13.41,12.10,0.1535,0.01,2454965.49550,0.00500,3.8868886,0.0000227,2016ApJ...822...86M
Kepler-218b,KTEP,19,41,39.07,+46,15,59.3,14.13,12.31,0.1256,0.02,2454968.43801,0.00183,3.619337,0.000011,2014ApJ...784...45R
Kepler-218c,KTEP,19,41,39.07,+46,15,59.3,14.13,12.31,0.2613,0.08,2455007.82235,0.00218,44.699576,0.000167,2014ApJ...784...45R
Kepler-218d,KTEP,19,41,39.07,+46,15,59.3,14.13,12.31,0.4022,0.07,2455087.17788,0.00300,124.524522,0.0005536,2016ApJ...822...86M
Kepler-219b,KTEP,19,14,57.36,+46,45,45.2,13.88,12.38,0.1363,0.04,2455002.85680,0.00100,4.585512,0.000008,2014ApJ...784...45R
Kepler-219c,KTEP,19,14,57.36,+46,45,45.2,13.88,12.38,0.2420,0.06,2454980.29108,0.00208,22.714613,0.000075,2014ApJ...784...45R
Kepler-219d,KTEP,19,14,57.36,+46,45,45.2,13.88,12.38,0.2383,0.04,2454974.98257,0.00387,47.903645,0.000307,2014ApJ...784...45R
Kepler-220b,KTEP,19,26,01.48,+46,53,44.7,13.40,10.55,0.0677,0.01,2454966.78646,0.00145,4.159807,0.000010,2014ApJ...784...45R
Kepler-220c,KTEP,19,26,01.48,+46,53,44.7,13.40,10.55,0.0619,0.06,2455004.01425,0.00053,9.034199,0.000009,2014ApJ...784...45R
Kepler-220d,KTEP,19,26,01.48,+46,53,44.7,13.40,10.55,0.1710,0.02,2454979.91883,0.00366,28.122397,0.000162,2014ApJ...784...45R
Kepler-220e,KTEP,19,26,01.48,+46,53,44.7,13.40,10.55,0.2120,0.04,2454999.56251,0.00248,45.902733,0.000192,2014ApJ...784...45R
Kepler-221b,KTEP,19,46,37.14,+46,50,07.0,13.96,11.90,0.0860,0.04,2454965.72929,0.00084,2.795906,0.000004,2014ApJ...784...45R
Kepler-221c,KTEP,19,46,37.14,+46,50,07.0,13.96,11.90,0.1051,0.13,2455007.04865,0.00037,5.690586,0.000004,2014ApJ...784...45R
Kepler-221d,KTEP,19,46,37.14,+46,50,07.0,13.96,11.90,0.1054,0.11,2454970.08456,0.00060,10.041560,0.000011,2014ApJ...784...45R
Kepler-221e,KTEP,19,46,37.14,+46,50,07.0,13.96,11.90,0.0935,0.11,2454964.86048,0.00087,18.369917,0.000029,2014ApJ...784...45R
Kepler-222b,KTEP,19,11,37.46,+46,56,16.0,15.27,13.23,0.0762,0.12,2455002.65076,0.00063,3.936981,0.000005,2014ApJ...784...45R
Kepler-222c,KTEP,19,11,37.46,+46,56,16.0,15.27,13.23,0.0714,0.19,2455006.08263,0.00061,10.088810,0.000011,2014ApJ...784...45R
Kepler-222d,KTEP,19,11,37.46,+46,56,16.0,15.27,13.23,0.1892,0.18,2455027.91404,0.00129,28.081912,0.000069,2014ApJ...784...45R
Kepler-224b,KTEP,19,23,44.23,+47,21,27.4,15.88,13.70,0.0847,0.04,2454968.67544,0.00250,3.132924,0.000014,2014ApJ...784...45R
Kepler-224c,KTEP,19,23,44.23,+47,21,27.4,15.88,13.70,0.1185,0.16,2455002.71508,0.00098,5.925003,0.000010,2014ApJ...784...45R
Kepler-224d,KTEP,19,23,44.23,+47,21,27.4,15.88,13.70,0.1297,0.12,2454967.31602,0.00182,11.349393,0.000034,2014ApJ...784...45R
Kepler-224e,KTEP,19,23,44.23,+47,21,27.4,15.88,13.70,0.0769,0.08,2454974.62463,0.00283,18.643577,0.000087,2014ApJ...784...45R
Kepler-225b,KTEP,19,28,46.55,+47,27,25.5,16.42,13.25,0.1257,0.06,2454968.27658,0.00360,6.738975,0.000041,2014ApJ...784...45R
Kepler-225c,KTEP,19,28,46.55,+47,27,25.5,16.42,13.25,0.1366,0.15,2455010.79350,0.00216,18.794234,0.000076,2014ApJ...784...45R
Kepler-226b,KTEP,19,29,30.27,+47,52,51.6,15.61,13.63,0.1082,0.04,2454969.09337,0.00284,3.940997,0.000020,2014ApJ...784...45R
Kepler-226c,KTEP,19,29,30.27,+47,52,51.6,15.61,13.63,0.1271,0.08,2455004.80599,0.00148,5.349555,0.000014,2014ApJ...784...45R
Kepler-226d,KTEP,19,29,30.27,+47,52,51.6,15.61,13.63,0.1541,0.02,2454965.80333,0.00751,8.109044,0.000094,2014ApJ...784...45R
Kepler-227b,KTEP,19,27,44.22,+48,08,29.9,15.51,13.64,0.1297,0.06,2455003.53899,0.00240,9.488015,0.000039,2014ApJ...784...45R
Kepler-227c,KTEP,19,27,44.22,+48,08,29.9,15.51,13.64,0.1880,0.08,2454995.51038,0.00535,54.418694,0.000460,2014ApJ...784...45R
Kepler-228b,KTEP,19,45,08.67,+48,13,28.8,15.90,14.13,0.0970,0.02,2455012.55360,0.00540,2.566546,0.000026,2014ApJ...784...45R
Kepler-228c,KTEP,19,45,08.67,+48,13,28.8,15.90,14.13,0.1301,0.07,2455005.97678,0.00230,4.134444,0.000018,2014ApJ...784...45R
Kepler-228d,KTEP,19,45,08.67,+48,13,28.8,15.90,14.13,0.1913,0.15,2455004.20123,0.00184,11.094286,0.000036,2014ApJ...784...45R
Kepler-229b,KTEP,19,07,59.88,+48,22,32.8,16.08,13.78,0.1100,0.10,2455004.29884,0.00180,6.252972,0.000021,2014ApJ...784...45R
Kepler-229c,KTEP,19,07,59.88,+48,22,32.8,16.08,13.78,0.1478,0.49,2455006.62165,0.00062,16.068638,0.000019,2014ApJ...784...45R
Kepler-229d,KTEP,19,07,59.88,+48,22,32.8,16.08,13.78,0.2092,0.22,2454998.02365,0.00316,41.194912,0.000248,2014ApJ...784...45R
Kepler-230b,KTEP,19,02,52.45,+48,30,21.1,15.28,13.29,0.2410,0.18,2455027.13742,0.00198,32.625555,0.000126,2014ApJ...784...45R
Kepler-230c,KTEP,19,02,52.45,+48,30,21.1,15.28,13.29,0.2514,0.06,2455026.83073,0.00941,91.773242,0.001618,2014ApJ...784...45R
Kepler-231b,KTEP,19,35,53.61,+50,31,54.9,15.88,12.58,0.0600,0.09,2454969.28185,0.00148,10.065275,0.000027,2014ApJ...784...45R
Kepler-231c,KTEP,19,35,53.61,+50,31,54.9,15.88,12.58,0.1337,0.11,2455019.76907,0.00327,19.271566,0.000099,2014ApJ...784...45R
Kepler-232b,KTEP,19,43,15.88,+51,07,18.3,15.55,13.76,0.1322,0.10,2455004.01551,0.00139,4.431222,0.000011,2014ApJ...784...45R
Kepler-232c,KTEP,19,43,15.88,+51,07,18.3,15.55,13.76,0.1088,0.11,2454966.85018,0.00219,11.379349,0.000044,2014ApJ...784...45R
Kepler-233b,KTEP,19,45,27.96,+51,19,10.3,15.54,13.45,0.1124,0.11,2455007.16212,0.00160,8.472382,0.000026,2014ApJ...784...45R
Kepler-233c,KTEP,19,45,27.96,+51,19,10.3,15.54,13.45,0.2341,0.09,2455014.16152,0.00573,60.418955,0.000630,2014ApJ...784...45R
Kepler-234b,KTEP,19,26,36.85,+38,29,40.8,15.69,14.06,0.1323,0.09,2455003.03513,0.00130,2.711506,0.000006,2014ApJ...784...45R
Kepler-234c,KTEP,19,26,36.85,+38,29,40.8,15.69,14.06,0.1683,0.10,2455005.81664,0.00178,7.212050,0.000022,2014ApJ...784...45R
Kepler-235b,KTEP,19,04,18.99,+39,16,42.0,16.46,13.11,0.0802,0.17,2455004.97787,0.00084,3.340222,0.000005,2014ApJ...784...45R
Kepler-235c,KTEP,19,04,18.99,+39,16,42.0,16.46,13.11,0.0924,0.06,2454969.55567,0.00455,7.824904,0.000055,2014ApJ...784...45R
Kepler-235d,KTEP,19,04,18.99,+39,16,42.0,16.46,13.11,0.1380,0.15,2454980.46149,0.00276,20.060548,0.000099,2014ApJ...784...45R
Kepler-235e,KTEP,19,04,18.99,+39,16,42.0,16.46,13.11,0.2014,0.14,2454998.23932,0.00501,46.183669,0.000425,2014ApJ...784...45R
Kepler-236b,KTEP,18,55,27.93,+39,53,53.1,16.05,12.31,0.0553,0.08,2454968.79207,0.00230,8.295611,0.000032,2014ApJ...784...45R
Kepler-236c,KTEP,18,55,27.93,+39,53,53.1,16.05,12.31,0.1736,0.12,2455019.21690,0.00362,23.968127,0.000174,2014ApJ...784...45R
Kepler-237b,KTEP,18,52,53.14,+40,25,18.6,15.58,13.17,0.0980,0.04,2454967.95992,0.00396,4.715106,0.000030,2014ApJ...784...45R
Kepler-237c,KTEP,18,52,53.14,+40,25,18.6,15.58,13.17,0.1313,0.09,2455009.94805,0.00237,8.103636,0.000032,2014ApJ...784...45R
Kepler-238b,KTEP,19,11,35.31,+40,38,16.2,15.24,13.51,0.1330,0.01,2454967.16470,0.00553,2.090876,0.000020,2014ApJ...784...45R
Kepler-238c,KTEP,19,11,35.31,+40,38,16.2,15.24,13.51,0.2015,0.03,2454967.82322,0.00446,6.155557,0.000050,2014ApJ...784...45R
Kepler-238d,KTEP,19,11,35.31,+40,38,16.2,15.24,13.51,0.2767,0.04,2454973.32179,0.00365,13.233549,0.000081,2014ApJ...784...45R
Kepler-238e,KTEP,19,11,35.31,+40,38,16.2,15.24,13.51,0.3412,0.34,2455004.37611,0.00073,23.653647,0.000033,2014ApJ...784...45R
Kepler-238f,KTEP,19,11,35.31,+40,38,16.2,15.24,13.51,0.3120,0.04,2455011.52699,0.01318,50.444110,0.001105,2014ApJ...784...45R
Kepler-239b,KTEP,19,36,48.52,+40,39,48.3,15.47,13.13,0.1208,0.10,2455013.93614,0.00143,11.763051,0.000034,2014ApJ...784...45R
Kepler-239c,KTEP,19,36,48.52,+40,39,48.3,15.47,13.13,0.1542,0.08,2454965.28814,0.00575,56.228098,0.000580,2014ApJ...784...45R
Kepler-240b,KTEP,19,24,38.11,+40,45,01.0,15.91,13.46,0.0987,0.04,2454968.92658,0.00337,4.144495,0.000026,2014ApJ...784...45R
