,Planet,Teff,Teff_err_up,Teff_err_dn,[Fe/H],[Fe/H]_err_up,[Fe/H]_err_dn,M*,M*_err_up,M*_err_dn,R*,R*_err_up,R*_err_dn,logg*,logg*_err_up,logg*_err_dn,rho*,rho*_err_up,rho*_err_dn,e,e_err_up,e_err_dn,a (AU),a_err_up,a_err_dn,Mp,Mp_err_up,Mp_err_dn,Rp,Rp_err_up,Rp_err_dn,gp,gp_err_up,gp_err_dn,rhop,rhop_err_up,rhop_err_dn,Teq,Teq_err_up,Teq_err_dn,Discovery_Reference,Recent_Reference,Type,RA:HH,RA:MM,RA:SS,Dec:DD,Dec:MM,Dec:SS,Vmag,Kmag,T14,Depth,T0 (HJD or BJD),T0_err,P (day),P_err,Ephemeris_Reference,Impact Parameter,Depth_Calc,Bmag,Rmag,Imag,Kmag_Calc,Umag,Vmag_Calc,Hmag,Jmag,a_Calc,Teq_Calc,ScaleHeight_Prox,Previous Study Flag,a-a_Calc % Error,Rp/R*,a_Calc/R*,V-Vcalc,K-Kcalc,umag,gmag,rmag,imag,zmag,RISEmag,SPRAT_Redmag,SPRAT_Bluemag,600RI+19mag,HKmag,G750Mmag,GR01mag,Exposure Time for Half_Well,SNR (Half_Well),Cadence (Half_Well),Rank,Habitable_Rank,Multi_Transit_Rank,Multi_Transit_Habitable_Rank
1049,WASP-146,6100,140.0,140.0,-0.01,0.16,0.16,1.057,0.085,0.085,1.232,0.072,0.072,4.282,0.029,0.029,0.568,0.035,0.035,0.0,0.14,0.0,0.0451,0.0024,0.0024,1.11,0.15,0.15,1.228,0.076,0.076,16.9,1.8,1.6,0.604,0.084,0.084,1486.0,43.0,43.0,arXiv:1812.09264,arXiv:1812.09264,TEP,23,56,22.02,-13,16,17.6,12.7,11.14,0.0998,1.0,2457109.72182,0.00021,3.396944,3.6e-06,arXiv:1812.09264,0.829,0.010491708232048,13.165716951160189,12.301716951160188,11.993716951160188,11.273716951160187,13.179716951160186,12.566283048839813,11.289283048839811,11.526283048839812,0.0450495479739781,1538.237051283066,313.6291277753083,1.0,0.1119923024556026,0.1024290399840205,7.87171284151112,0.1337169511601867,-0.1337169511601867,13.030258295416113,13.012632423590748,12.496058525200418,12.398792951160187,12.377870671367443,11.40551719846571,12.301716951160188,12.7,11.805283433614251,11.214641524419909,12.7,11.150540272016183,2.860598084226053,12.595877309460851,2772.045685916834,2107.038468958729,1.3697748778065235,1143.2159394747514,0.7431988057505039
824,TOI-712c,4622,61.0,59.0,-0.02,0.12,0.043,0.732,0.027,0.025,0.674,0.017,0.051,4.645,0.021,0.022,2.39,0.17,0.16,0.089,0.083,0.056,0.2447,0.003,0.0028,,,,0.241,0.008,0.007,,,,,,,370.0,3.0,3.0,arXiv:2111.02416,arXiv:2111.02416,TEP,6,11,44.67,-65,49,33.5,10.89,8.31,0.2018,0.13,2458946.39598,0.00088,51.69906,0.00017,arXiv:2111.02416,0.28,0.0013501598177146,11.903716951160188,10.163716951160188,9.613716951160187,8.070716951160188,12.907716951160188,11.129283048839811,8.521283048839813,9.065283048839811,0.2447740132328116,369.8371493859023,,1.0,-0.0302373735814916,0.0367445209210116,78.06879598306084,-0.2392830488398125,0.2392830488398125,12.939928009701823,11.50209642359075,10.445634525200418,10.07856695116019,9.902789749087647,8.984729991292289,10.163716951160188,10.89,9.572099274353064,8.415641524419907,10.89,9.1357793800766,1.4583743323188954,33.10811888675338,10205.913112926226,2099.41396443869,5.676590272028299,291.9824566352962,0.7894892579615641
68,EPIC_249893012d,5430,85.0,85.0,0.2,0.05,0.05,1.05,0.05,0.05,1.71,0.04,0.04,3.99,0.03,0.03,0.211,0.018,0.016,0.15,0.21,0.11,0.22,0.02,0.04,0.032,0.0077,0.0076,0.352,0.012,0.011,,,,0.69,0.19,0.17,752.0,69.0,37.0,arXiv:2002.01755,arXiv:2002.01755,TEP,15,12,59.57,-16,43,28.7,11.43,9.71,0.398,0.05,2458008.652,0.003,35.747,0.005,arXiv:2002.01755,0.326953824267639,0.0004474700709699,12.080716951160188,10.939716951160188,10.557716951160188,9.575716951160189,12.364716951160188,11.564283048839814,9.878283048839814,10.220283048839814,0.2158552835632341,736.9700535604006,,1.0,1.920136662094576,0.0211534883877318,27.664955700304372,-0.1342830488398139,0.1342830488398139,12.421420009701832,11.826628423590748,11.158622525200418,10.981070951160188,10.912796339761226,9.957261368672068,10.939716951160188,11.43,10.415538633977654,9.794141524419906,11.43,9.839887108213553,2.3654706173796076,22.128846635981276,13147.614724286948,2080.8035058924884,2.823457338381456,348.02566402123915,0.4722385425837599
121,HAT-P-37,5500,100.0,100.0,0.03,0.1,0.1,0.929,0.043,0.043,0.877,0.059,0.077,4.52,0.05,0.05,,,,0.058,0.038,0.038,0.0379,0.0006,0.0006,1.169,0.103,0.103,1.178,0.077,0.07,21.0,3.0,3.0,0.67,0.14,0.14,1271.0,47.0,47.0,2012AJ....144...19B,2012AJ....144...19B,TEP,18,57,11.05,51,16,8.8,13.23,11.67,0.0971,2.1,2457625.530538,5.6e-05,2.79744121,1.5e-07,arXiv:2203.00299,0.505,0.0190529523288622,13.872461550095968,12.731461550095968,12.349461550095969,11.367461550095967,14.156461550095967,13.532538449904033,11.846538449904031,12.188538449904032,0.0379127889961385,1275.5659483630288,215.87907138693976,2.0,-0.0337326703657205,0.1380324321631052,9.292723717119449,-0.3025384499040324,0.3025384499040324,14.138713863811446,13.634165604762382,12.952571316220345,12.772815550095968,12.704540938697006,11.749005967607848,12.731461550095968,13.23,12.207283232913436,11.758269224952016,13.23,11.633534640235768,2.947813661754352,10.017284622958847,2623.4924505880904,2071.7388790610416,1.624172299142796,1238.6668991116915,0.971072409624378
772,Qatar-7,6387,38.0,38.0,0.276,0.071,0.071,1.409,0.026,0.026,1.564,0.021,0.021,4.196,0.029,0.029,0.369,0.011,0.011,0.0,,,0.0352,0.0002,0.0002,1.88,0.25,0.25,1.7,0.03,0.03,16.7,2.7,2.4,0.378,0.054,0.054,2053.0,15.0,15.0,arXiv:1812.05601,arXiv:1812.05601,TEP,23,54,3.63,37,1,18.6,13.03,11.56,0.1491,1.2,2458043.32075,0.00016,2.03207,1.7e-06,arXiv:1812.05601,0.08,0.0124765707016197,13.426616231018292,12.666616231018292,12.389616231018293,11.757616231018291,13.405616231018293,12.832383768981709,11.704383768981709,11.903383768981708,0.0351994564771566,2052.9605765505435,438.4870418740082,1.0,0.0015441228296159,0.1116985707232627,4.839598388493144,0.1976162310182907,-0.1976162310182907,13.115608523583116,13.3107693810803,12.851639697336408,12.787035231018292,12.78594973879031,11.806494327745478,12.666616231018292,13.03,12.181456135675372,11.632191884490856,13.03,11.494571807768551,2.932664149697182,10.510688494741165,4047.627834443573,2059.9980737326327,1.0034279748293626,1445.098606095891,0.703909574592999
838,TOI-1064c,4374,67.0,67.0,0.05,0.08,0.08,0.748,0.032,0.032,0.726,0.007,0.007,4.6,0.06,0.06,1.95,0.1,0.1,0.088,0.081,0.064,0.0943,0.0013,0.0014,0.0079,0.0057,0.0063,0.2365,0.0038,0.0037,3.5,2.4,2.8,0.58,0.37,0.46,634.0,10.0,10.0,arXiv:2201.03570,arXiv:2201.03570,TEP,19,44,0.95,-47,33,41.8,10.95,8.47,0.0987,0.1,2459043.51289,0.00068,12.226574,4.5e-05,arXiv:2201.03570,0.753,0.001120624041436,11.997716951160188,10.192716951160188,9.617716951160189,8.028716951160186,13.053716951160188,11.391283048839812,8.686283048839814,9.246283048839814,0.0942852094197582,585.2731513330441,646.1085661336892,1.0,0.0156870630428767,0.0334757231652445,27.930485233791515,-0.4412830488398125,0.4412830488398143,13.060785295416116,11.590399423590748,10.482911525200418,10.088741951160188,9.896967339761222,8.984399932545028,10.192716951160188,10.95,9.59052656546669,8.578141524419907,10.95,9.168080897829874,1.5724000526042543,31.936073920132703,4679.367731477914,2053.519795723051,3.5086519705301074,587.281747586221,1.0034318954296844
303,K2-027b,5248,60.0,60.0,0.13,0.04,0.04,0.866,0.029,0.023,0.885,0.043,0.043,4.48,0.05,0.05,1.45,0.27,0.27,0.251,0.088,0.088,0.06702,0.00071,0.00071,0.097,0.014,0.014,0.4,0.021,0.021,,,,1.41,0.31,0.31,902.0,28.0,28.0,2016ApJ...820...56V,2017AJ....153..142P,TEP,11,26,3.64,1,13,50.7,12.64,10.7,0.13,0.28,2456812.8451,0.001,6.77145,0.00013,2016ApJ...820...56V,0.3,0.0021572691253422,13.36971695116019,12.110716951160189,11.700716951160189,10.600716951160187,13.80571695116019,12.73928304883981,10.87728304883981,11.264283048839811,0.0667677792678683,921.3301718604783,,2.0,0.3777581565499578,0.0464464113289951,16.284130026034013,-0.0992830488398102,0.0992830488398102,13.914987009701836,13.07223542359075,12.34003552520042,12.130986951160189,12.04479524131563,11.095574460752498,12.110716951160189,12.64,11.575730881353792,10.788641524419903,12.64,11.029704969492094,2.7551402329393966,15.138116891034915,3737.595962040588,2046.7866685409888,2.221556105568357,786.5597912119279,0.8537219503227564
359,K2-138e,5350,80.0,80.0,0.14,0.1,0.1,0.93,0.02,0.02,0.86,0.03,0.02,4.54,0.02,0.04,1.46,0.1,0.19,0.0,0.183,0.0,0.0782,0.00053,0.00066,0.0409,0.0063,0.0063,0.302,0.012,0.01,,,,1.35,0.27,0.24,861.0,16.0,13.0,2018AJ....155...57C,arXiv:1909.13527,TEP,23,15,47.77,-10,50,58.9,12.21,10.31,0.1276,0.12,2457740.64558,0.00083,8.26146,0.00022,arXiv:1909.13527,0.44,0.0013022305215989,12.900716951160188,11.700716951160189,11.303716951160188,10.262716951160188,13.258716951160189,12.257283048839811,10.483283048839812,10.848283048839813,0.0780678171198333,856.249414291401,,2.0,0.1693180173895846,0.0360864312671527,19.55292392260096,-0.0472830488398123,0.0472830488398123,13.348212723987547,12.623975423590748,11.924695525200418,11.730775951160188,11.65290289416537,10.700753914955696,11.700716951160189,12.21,11.17077005080705,10.396641524419906,12.21,10.610222915377223,2.6294052757607473,17.698186405999362,3828.790650905249,2030.866474195403,2.371816482789737,706.5663786105104,0.8251875759766066
650,Kepler-422,5972,84.0,84.0,0.23,0.09,0.09,1.15,0.06,0.06,1.24,0.12,0.12,4.31,0.073,0.073,0.61,0.16,0.16,0.0,,,0.082,0.011,0.01,0.43,0.13,0.13,1.15,0.11,0.11,,,,0.29,0.08,0.08,,,,2014ApJ...795..151E,2014ApJ...795..151E,TEP,18,50,31.12,46,19,24.1,13.55,12.04,0.1581,1.1,2455010.25005,0.0001,7.8914483,5e-07,2014ApJ...795..151E,0.416,0.0090828720648074,14.039353628535114,13.107353628535114,12.779353628535114,12.003353628535114,14.097353628535114,13.586646371464886,12.213646371464886,12.475646371464888,0.0812724978103374,1124.843584613489,,1.0,0.8951394497069757,0.0953041030848484,14.219868358858797,-0.0366463714648848,0.0366463714648848,13.824378945076989,13.903136137147444,13.31354020971624,13.189369628535117,13.155649421281227,12.187860204515836,13.107353628535114,13.55,12.603537916998173,12.126823185732444,13.55,11.974421635169607,2.98964274874855,8.507650635800953,4216.464918941045,2007.7498675390746,1.7849147161460355,714.7122866037191,0.6353881520774319
1075,WASP-175,6229,100.0,100.0,0.15,0.069,0.069,1.212,0.045,0.045,1.204,0.064,0.064,4.359,0.045,0.045,0.693,0.125,0.094,0.0,0.28,0.0,0.04403,0.00055,0.00055,0.99,0.13,0.13,1.208,0.081,0.081,15.6,3.0,2.5,0.56,0.15,0.11,1571.0,49.0,49.0,arXiv:1904.10388,arXiv:1904.10388,TEP,11,5,16.6,-34,7,20.3,12.65,11.47,0.1115,1.1,2457143.78886,0.00034,3.0652907,1.4e-06,arXiv:1904.10388,0.64,0.0106304532375423,13.073716951160188,12.27371695116019,11.984716951160188,11.319716951160189,13.061716951160188,12.800283048839812,11.616283048839811,11.829283048839812,0.0440306572826795,1570.678459721479,359.19962295620905,1.0,-0.0014927841647733,0.103104089334722,7.863675925393864,-0.1502830488398121,0.1502830488398121,12.83494943827326,12.942546423590748,12.46218452520042,12.385099951160187,12.376335702455524,11.39963336863432,12.27371695116019,12.65,11.784217240771158,11.543141524419909,12.65,11.10966524234632,2.919207035259895,10.930309223159943,3039.7509196523615,1995.5584510809902,1.2705073013065022,1139.799912403618,0.7256736127938835
959,WASP-053,4950,60.0,60.0,0.22,0.11,0.11,0.839,0.054,0.054,0.798,0.023,0.023,4.553,0.019,0.02,1.648,0.091,0.085,0.0,0.03,0.0,0.04101,0.00083,0.00091,2.132,0.092,0.094,1.074,0.037,0.037,47.8,2.5,2.4,1.72,0.15,0.13,1053.0,16.0,16.0,2017MNRAS.467.1714T,2017MNRAS.467.1714T,TEP,2,7,38.22,-20,39,43.0,12.19,10.39,0.09469,1.6,2455943.56695,0.00012,3.3098443,2e-06,2017MNRAS.467.1714T,0.562940497,0.0191281807386707,12.996716951160188,11.616716951160187,11.174716951160187,9.948716951160188,13.596716951160188,12.631283048839812,10.575283048839813,11.007283048839811,0.0409951248578522,1053.110240031382,78.5750670012312,1.0,0.0362851490251758,0.1383046663662174,11.050712661715735,-0.4412830488398125,0.4412830488398125,13.715604723987548,12.662407423590748,11.857783525200418,11.612890951160187,11.506222557377804,10.564184591510898,11.616716951160187,12.19,11.06916894871091,10.482641524419908,12.19,10.552530514197366,2.6579582788509764,17.15039313892493,2813.3883692556446,1990.83793625413,1.8904364050194824,1094.289231767037,1.0391022612546508
676,Kepler-444d,5172,75.0,75.0,-0.52,0.12,0.12,0.758,0.043,0.043,0.752,0.014,0.014,4.5625,0.0095,0.0095,1.768,0.02,0.02,0.18,0.16,0.12,0.06,0.0011,0.0011,,,,0.0473,0.002,0.0017,,,,,,,,,,2015ApJ...799..170C,2015ApJ...799..170C,TEP,19,19,0.55,41,38,4.6,9.17,6.7,0.0921,0.005,2454967.7869,0.0015,6.189392,1.2e-05,2015ApJ...799..170C,0.53,4.1778946728155234e-05,9.930716951160187,8.623716951160187,8.200716951160187,7.049716951160188,10.432716951160188,8.820283048839812,6.880283048839813,7.285283048839813,0.0601535937279415,881.7996968312423,,1.0,-0.2553359133225496,0.0064636635686083,17.156820931160716,0.3497169511601878,-0.3497169511601878,10.548959438273249,9.61775642359075,8.857574525200418,8.634197951160187,8.539687588465886,7.593389126611382,8.623716951160187,9.17,8.083654714490924,6.790141524419907,9.17,7.549523618135932,0.5204118460422321,41.51199323241297,10328.813141800772,1977.789818626435,2.2429014499932878,794.9798890396779,0.9015424839637025
805,TOI-451d,5550,56.0,56.0,,,,0.95,0.02,0.02,0.879,0.032,0.032,,,,1.4,0.16,0.16,0.057,0.133,0.04,0.1208,0.0048,0.0052,,,,0.36,0.013,0.013,,,,,,,708.0,15.0,12.0,arXiv:2102.06049,arXiv:2102.06049,TEP,4,11,51.95,-37,56,23.2,11.02,9.19,0.171,0.18,2458416.63407,0.00098,16.364932,3.6e-05,arXiv:2103.09746,0.23,0.0017713245345042,11.646716951160188,10.540716951160189,10.167716951160187,9.221716951160188,11.889716951160189,10.988283048839811,9.356283048839812,9.685283048839812,0.1240101374124008,712.5119033127069,,2.0,-2.588608866487611,0.0420871065114273,29.55163186007071,0.0317169511601882,-0.0317169511601882,11.921622723987532,11.40658542359075,10.756685525200416,10.588847951160188,10.52633240711874,9.568762088527654,10.540716951160189,11.02,10.019976269050009,9.273141524419906,11.02,9.43516798079429,2.0654588961977876,26.27291606364079,6380.765395689393,1976.5320269721374,2.7740336937285917,488.59245182147464,0.685732335908838
942,WASP-036,5928,59.0,59.0,-0.01,0.05,0.05,1.081,0.034,0.034,0.985,0.014,0.014,4.486,0.009,0.009,1.132,0.032,0.032,0.0,,,0.02677,0.00028,0.00028,2.361,0.07,0.07,1.327,0.021,0.021,33.2,1.1,1.1,0.945,0.042,0.042,1733.0,19.0,19.0,2012AJ....143...81S,2016MNRAS.459.1393M,TEP,8,46,19.3,-8,1,36.7,12.7,11.29,0.07566,2.0,2455566.755225,7.2e-05,1.53736596,2e-07,2020AJ....160..155W,0.662,0.0191663878121767,13.209716951160187,12.277716951160189,11.949716951160188,11.173716951160188,13.267716951160187,12.81628304883981,11.443283048839811,11.705283048839812,0.0267546899280476,1734.4414626136515,186.18503230036356,3.0,0.0572238810972419,0.1384427239409016,5.844071885584325,-0.1162830488398114,0.1162830488398114,13.178387438273257,13.034544423590749,12.478466525200416,12.359732951160188,12.3260127439063,11.358223527140913,12.277716951160189,12.7,11.773901239623246,11.366641524419904,12.7,11.139979498756592,2.8891557207767073,11.813687406499096,2082.414694095702,1975.286770938635,1.1388604421172284,1593.0944504233805,0.9185057465258739
377,K2-198d,5213,99.0,49.0,,,,0.799,0.091,0.045,0.757,0.035,0.016,,,,,,,,,,,,,,,,0.218,0.012,0.005,,,,,,,943.0,25.0,12.0,2019ApJ...880L...5H,2019ApJ...880L...5H,TEP,13,15,22.54,-6,27,53.6,10.97,9.23,0.13,0.1,2457213.5759,0.001,7.4500177,3.9e-06,2019ApJ...880L...5H,0.047,0.0008757741354657,11.730716951160188,10.423716951160188,10.000716951160188,8.849716951160188,12.232716951160189,11.350283048839811,9.410283048839812,9.815283048839811,0.0692724125503375,830.9766221625919,,1.0,,0.0295934813002081,19.677405811358767,-0.3802830488398108,0.3802830488398125,12.34895943827325,11.41775642359075,10.65757452520042,10.434197951160188,10.339687588465887,9.393389126611384,10.423716951160188,10.97,9.883654714490929,9.320141524419906,10.97,9.349523618135937,2.0906613410919204,25.95026781929997,4798.643786187481,1953.6030173053248,2.350972295972817,715.7439159704494,0.8613285823947093
1090,Wendelstein-1,4251,175.0,175.0,,,,0.65,0.1,0.1,0.61,0.09,0.09,4.68,0.12,0.12,,,,0.0,0.056,0.0,0.0282,0.0015,0.0015,0.59,0.17,0.13,1.031,0.006,0.006,,,,0.54,0.15,0.15,1727.0,78.0,90.0,arXiv:2005.13560,arXiv:2005.13560,TEP,19,56,12.15,17,34,11.9,15.55,12.2,0.075,2.8,2455367.738464,1.4e-05,2.663416,1e-06,arXiv:2005.13560,0.672666488,0.0301667515992456,16.627155739099038,14.599155739099034,13.922155739099034,12.180155739099035,17.82615573909904,15.569844260900965,12.530844260900963,13.135844260900964,0.0325739409975944,887.0623927487478,,1.0,-13.42773046073074,0.1736857841023429,9.940830803130234,-0.0198442609009639,0.0198442609009639,16.90031127722587,16.38739547343577,14.96130581999278,14.418374739099034,14.161330697648255,13.270944727848246,14.599155739099034,15.55,13.95236552243528,12.365422130450485,15.55,13.589992274450246,3.0040272206120218,7.9223118147450595,1991.3785474668625,1937.8221953521006,2.1845387778726075,1187.392834332623,1.3385674379152053
7,CoRoT-05,6100,65.0,65.0,-0.25,0.06,0.06,0.99,0.07,0.07,1.115,0.035,0.033,4.339,0.021,0.02,0.714,0.045,0.043,0.09,0.09,0.04,0.0495,0.0012,0.0012,0.459,0.053,0.032,1.256,0.046,0.045,7.24,0.88,0.48,0.217,0.035,0.028,1397.0,15.0,15.0,2009A+A...506..281R,arXiv:1812.01536,TEP,6,45,6.54,0,48,54.9,14.0,12.55,0.117,1.4,2454400.19896,2e-05,4.0379156,1.2e-06,arXiv:1812.01536,0.755,0.0133998652380862,14.428842826406674,13.564842826406675,13.256842826406675,12.536842826406676,14.442842826406672,14.013157173593326,12.736157173593329,12.973157173593329,0.0494602613147392,1396.601046888975,688.2435109256917,2.0,0.0803446730858643,0.1157577869436274,9.546270588064672,-0.013157173593326,0.013157173593326,13.960837510439095,14.346298499490706,13.769029791756092,13.661918826406676,13.64099654661393,12.668643073712198,13.564842826406675,14.0,13.06840930886074,12.643078586796664,14.0,12.4224024962581,3.029323359496326,6.771311871355671,3082.587135156022,1930.2098779914597,1.3820767801163656,960.56313548382,0.6877863493110941
938,WASP-032,6100,100.0,100.0,-0.13,0.1,0.1,1.1,0.03,0.03,1.11,0.05,0.05,4.39,0.03,0.03,0.8,0.1,0.1,0.018,0.0065,0.0065,0.0394,0.0003,0.0003,3.6,0.07,0.07,1.18,0.07,0.07,58.9,5.4,5.4,2.2,0.4,0.4,1560.0,50.0,50.0,2010PASP..122.1465M,2010PASP..122.1465M,TEP,0,15,50.81,1,12,1.5,11.56,10.16,0.101,1.3,2456379.8909,0.0004,2.7186643,1.1e-06,arXiv:2012.07478,0.66,0.0119340799698346,12.025716951160188,11.161716951160187,10.85371695116019,10.133716951160189,12.039716951160187,11.586283048839812,10.309283048839813,10.546283048839811,0.03935269396615,1562.202714589118,94.46992901110109,2.0,0.1202104076805351,0.1092432147542108,7.632672912990608,-0.0262830488398115,0.0262830488398115,11.890258295416112,11.87263242359075,11.35605852520042,11.258792951160189,11.237870671367444,10.265517198465712,11.161716951160187,11.56,10.665283433614254,10.234641524419906,11.56,10.010540272016186,2.571783530366115,18.75500591222086,3092.512202333177,1923.75116912296,1.2314350443495006,1166.731987029682,0.7468505694771821
972,WASP-066,6600,150.0,150.0,-0.31,0.1,0.1,1.3,0.07,0.07,1.75,0.09,0.09,4.06,0.04,0.04,0.242,0.036,0.028,0.0,0.11,0.0,0.0546,0.0009,0.0009,2.32,0.13,0.13,1.39,0.09,0.09,27.5,3.4,3.0,0.86,0.17,0.13,1790.0,60.0,60.0,2012MNRAS.426..739H,2012MNRAS.426..739H,TEP,10,32,54.0,-34,59,23.3,11.61,10.45,0.1876,0.7,2455929.09615,0.00035,4.086052,7e-06,2012MNRAS.426..739H,0.48,0.0066623031440327,11.935716951160188,11.287716951160188,11.047716951160188,10.506716951160188,11.909716951160188,11.55328304883981,10.588283048839813,10.747283048839812,0.0545913156014748,1801.9157338414643,232.1692094538321,1.0,0.0159080220533757,0.0816229327090905,6.709003256921086,0.0567169511601886,-0.0567169511601886,11.467373152558975,11.853244423590748,11.461766525200416,11.435996951160188,11.458587624735316,10.470612273279457,11.287716951160188,11.61,10.815745304701126,10.519141524419904,11.61,10.091836242608522,2.678408089694063,16.74705220045943,5534.966269572541,1921.599255138936,1.0664201544221612,950.6286022462865,0.5275655150752596
746,NGTS-08,5241,50.0,50.0,0.24,0.09,0.09,0.89,0.05,0.04,0.98,0.02,0.02,4.41,0.03,0.03,,,,0.01,0.014,0.01,0.035,0.001,0.001,0.93,0.04,0.03,1.09,0.03,0.03,,,,0.67,0.06,0.05,1345.0,19.0,19.0,arXiv:1911.02814,arXiv:1911.02814,TEP,21,55,54.19,-14,4,6.2,13.68,11.64,0.109,1.5,2457500.1783,0.00073,2.4997,1e-05,arXiv:1911.02814,0.415310134,0.0130638664242639,14.38495074796753,13.12595074796753,12.715950747967527,11.61595074796753,14.82095074796753,13.70404925203247,11.84204925203247,12.229049252032471,0.0346732948430138,1343.5781703305015,,1.0,0.9422385685161124,0.1142972721645795,7.679719845376702,-0.0240492520324711,0.0240492520324711,14.7068685720307,14.134846967105643,13.3618818982602,13.14622074796753,13.06002903812297,12.11080825755984,13.12595074796753,13.68,12.590964678161132,11.741024626016236,13.68,12.050509485422833,2.9438178602158946,10.149752867899355,2948.696642132057,1911.1594684865793,1.422440101134168,1208.7959083733422,0.8996840936139914
374,K2-182,5710,100.0,100.0,0.12,0.06,0.06,0.865,0.016,0.018,0.793,0.013,0.011,4.61,0.1,0.1,,,,0.04,0.19,0.03,0.0526,0.0003,0.0003,0.063,0.016,0.016,0.24,0.006,0.004,,,,4.2,1.1,1.1,969.0,20.0,20.0,2018AJ....155..136M,arXiv:2110.05502,TEP,8,40,43.28,10,58,58.6,12.0,9.91,0.1067,0.13,2457719.11517,0.00028,4.7369683,2.3e-06,arXiv:2110.05502,0.2,0.0009672683901073,12.574716951160188,11.545716951160188,11.191716951160188,10.323716951160188,12.726716951160189,11.586283048839812,10.070283048839812,10.369283048839812,0.0525951306619376,1069.136682327865,,2.0,0.0092581537513301,0.0311009387335389,14.26316694611703,0.4137169511601879,-0.4137169511601879,12.712083438273265,12.363760423590747,11.755010525200415,11.608154951160188,11.55779743820682,10.595921040183775,11.545716951160188,12.0,11.032175763028064,9.990141524419906,12.0,10.426330959899891,2.4634566569760112,20.595505828911023,3397.4672034282294,1904.8264178081727,1.7816491093175608,875.1956822295124,0.8186003685926492
951,WASP-046,5600,150.0,150.0,-0.37,0.13,0.13,0.828,0.076,0.076,0.858,0.027,0.027,4.489,0.013,0.013,1.31,0.025,0.025,0.0,,,0.02335,0.00072,0.00072,1.91,0.13,0.13,1.174,0.037,0.037,34.3,1.1,1.1,1.103,0.052,0.052,1636.0,44.0,44.0,2012MNRAS.422.1988A,2016MNRAS.456..990C,TEP,21,14,56.86,-55,52,18.1,12.93,11.4,0.06973,2.1,2455392.317,0.0004,1.43037148,5.3e-07,2018MNRAS.473.5126P,0.737,0.019771176120588,13.547716951160188,12.455716951160188,12.085716951160189,11.152716951160189,13.774716951160189,13.177283048839811,11.565283048839811,11.889283048839811,0.0233300600865474,1637.59702279824,170.12708655680095,3.0,0.0854687616687304,0.1406100142969483,5.851982325066769,-0.2472830488398134,0.2472830488398134,13.801714866844687,13.312020423590749,12.670350525200416,12.506106951160188,12.44551109623791,11.487261703390622,12.455716951160188,12.93,11.936118235890447,11.482641524419908,12.93,11.347535389444396,2.908035938896139,11.266781830014994,1907.7274979036074,1900.1325358273255,1.1603175319532997,1588.7643028447999,0.9701802584679854
